game_id,agent_name,personality,cooperation_rate,state_action_seq,nice,forgiving,retaliatory,troublemaking,emulative,predicted_strategy,prediction_confidence
game_12,agent3,cooperative,0.5,ED PC SC SC SC SC SC SC SC SD PD PD PC SD PD PD PC SC SD PC SC SC SC SD PD PD PD PD PD PD,0,0.9375,0.375,1.0,0.4827586206896552,AllC,0.9999963
game_4,agent1,cooperative,0.8333,EC SC SC SC SC SC SD PC SC SC SD TC SC SC SC SC SD PC SD PC SD PC SC SC SC SC RC SC SC SC,1,0.9583333333333334,0.13636363636363635,0.0,0.2413793103448276,AllC,0.9999993
game_4,agent2,selfish,0.2667,ED PD PD TC SD PD PD PD PD TD TC SD PD TD PC SD PD PD PD PD PC SD PD PD PC SC RC SD PD PC,0,0.7,1.0,0.5,0.7586206896551724,AllD,0.9747064
game_4,agent3,selfish,0.2667,ED PD PC SD TD PD PD PD PC SC SC SD PC SD PD TD PC SD PC SD PD PD PD PD PD TC RD TD PD PD,0,0.7272727272727273,0.5714285714285714,0.8333333333333334,0.6206896551724138,AllD,0.9961062
game_9,agent1,selfish,0.0333,ED TD PD TD PD PD PD PD PD TD PD PD PD PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD PD TD,0,0.2,1.0,1.0,0.8275862068965517,AllD,0.999974
game_9,agent2,cooperative,0.3,EC SD PC SD PD PC SD PD PC SD PD PD PD PC SD PC SD PD PD PD PD PD PD PC SD PD PD PC SC SD,1,0.8888888888888888,0.7777777777777778,0.0,0.7241379310344828,WSLS,0.98180884
game_9,agent3,cooperative,0.2,EC SD PC SD PD PD PD PD PC SD PD PD PC SD PD PD PD PC SD PD PD PD PD PD PD PD PD PD PC SD,1,0.8333333333333334,0.8333333333333334,0.0,0.8275862068965517,TFT,0.9456606
game_8,agent1,cooperative,0.7333,ED TC RD TD PC SC RC SC SC RC SD PC RC RC SD PD TC SC SC RC SC SC SC SC RC SC SC SD PC SD,0,0.9375,0.26666666666666666,0.2727272727272727,0.4482758620689655,AllC,0.9871516
game_8,agent2,mixed,0.6333,EC SC RC SD PC SC RD PD TC RC SD PC RC RC SC SC SD TC SC RD PC SD TD TC RC SD PC SD PC SD,1,0.8666666666666667,0.38461538461538464,0.25,0.5517241379310345,AllC,0.97869325
game_8,agent3,mixed,0.5,EC SC RC SD PD TC RD PC SC RD TD PC RC RD TD PC SC SD TC RD PD TC SC SC RD TD PD TC SD TD,1,0.8571428571428571,0.5714285714285714,0.5625,0.41379310344827586,AllC,0.9458032
game_7,agent1,cooperative,0.7667,ED PC RC SC SC SC SC SC RC SC SC SC SD PC RC SC SD PC SC SC SC SD PD PC SD PD PC SC RC SC,0,0.95,0.25,0.2,0.3448275862068966,AllC,0.99999666
game_7,agent2,mixed,0.3333,EC SC RD TD PD TC SD PC RC SD TD PD PD PC RC SD PD PD PD PD PD PC SD PD TD PC SD TC RD PD,1,0.7,0.7142857142857143,0.5,0.6551724137931034,WSLS,0.519576
game_7,agent3,selfish,0.4,ED PC RC SD PC SD TD PC RD TC SD PD PC SC RD TD PD PD PD PD PD PD PD PC SC SD PC SC RD PC,0,0.8333333333333334,0.42857142857142855,0.75,0.4827586206896552,WSLS,0.9994442
game_10,agent1,selfish,0.1667,ED PD PC SC SC SD PD PD PD PD PD PD PD PD PC SD TD PD PD PD PC SD PD PD TD PD PD PD PD PD,0,0.625,0.8,1.0,0.7586206896551724,AllD,0.99010146
game_10,agent2,cooperative,0.3333,EC SD PD PC SC SD PD PC SC SD PD PC SC SD PD TC SC SD PD PD PD PD PD PC SD PD PD PD PD PD,1,0.9,1.0,0.0,0.7241379310344828,WSLS,0.5810821
game_10,agent3,selfish,0.1667,ED PD PD PD TD TD PD PD PD PD PC SD PD PD PC SC SD PD PD PD PD PD PD PC SD PD PD PC SD PD,0,0.625,1.0,1.0,0.7586206896551724,AllD,0.99998486
game_1,agent1,cooperative,0.7667,EC SC RC SC SC SC RC SC RC SC SC SC SC SD PC SD PC RC SC RC SD TC RD PC SD PC SD PC RC SD,1,0.9411764705882353,0.16666666666666666,0.1111111111111111,0.4482758620689655,AllC,0.99999857
game_1,agent2,cooperative,0.7333,EC SC RC SC SC SC RC SC RC SD PC SD PD PC SC SC SC RD PC RD PC SC RD PD PC SD TC SC RC SC,1,0.9444444444444444,0.21428571428571427,0.3333333333333333,0.3448275862068966,AllC,0.9999745
game_1,agent3,selfish,0.3,ED TC RD TD TD TC RD TC RD TD PD TD PD PD PD TD PC RD PC RD PC SC RD PD PD PC SD PC RD TD,0,0.6666666666666666,0.25,0.8235294117647058,0.3448275862068966,AllD,0.9966112
game_6,agent1,cooperative,0.8,ED TD PC SC SC SC SC SC SC SC SC RC SC SC SC SC RD PC SD PD PC SC RD PC SC SC SC SC RC SC,0,0.9565217391304348,0.05555555555555555,0.6666666666666666,0.13793103448275862,AllC,0.99999845
game_6,agent2,mixed,0.5,EC SD PC SD TC SC SC SC SC SC SC RD TD TD TD TC RD PD TD PC SD PC RD PC SD PC SD PC RD TD,1,0.8666666666666667,0.16666666666666666,0.75,0.27586206896551724,AllC,0.9998338
game_6,agent3,cooperative,0.4333,EC SD PD TC SD TD TD TD TD TD TC RC SC SC SC SC RC SC SD PD PD PC RD PD TD PD TD PC RC SD,1,0.5294117647058824,0.5454545454545454,0.5714285714285714,0.4827586206896552,WSLS,0.62305886
game_15,agent1,selfish,0.3,ED PD PC SD PD PD PD PD PD PD PD PD PD PC SD PD PD PC SD PC SD PD PC SC SD PC SD PC SC SD,0,0.9,0.6666666666666666,1.0,0.6896551724137931,AllD,0.9953597
game_15,agent2,mixed,0.1,ED PD PD PD PD PD PD PD PC SD PD PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD PD PC SD TD,0,0.6,1.0,1.0,0.8620689655172413,AllD,0.9936045
game_15,agent3,cooperative,0.1,ED PD PD PC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD TC SC,0,0.75,1.0,0.5,0.9310344827586207,TFT,1.0
game_3,agent1,cooperative,0.8,EC SC RC SC RC SC RC SC SC SD PC SC SC SC RC SD PD PC RC SC SC SC SC SC RC RD PC SD PC SD,1,0.9444444444444444,0.16666666666666666,0.125,0.3793103448275862,AllC,0.9999701
game_3,agent2,selfish,0.2667,ED PC RD PC RD TC RD TD TD TD PC SD TD TC RD TD PD PC RD TD TD TD TD PC RC RD PD TD PD TD,0,0.6,0.3333333333333333,0.8571428571428571,0.2413793103448276,AllD,0.980976
game_3,agent3,cooperative,0.8667,ED PC RD PC RC SC RC SC SC SC SD TC SC SC RC SC SC SC RC SC SC SC SD PC RC RC SC SC SC SC,0,0.9523809523809523,0.1,0.2222222222222222,0.3103448275862069,AllC,0.99996066
game_13,agent1,selfish,0.2,ED PD PC SD PD PD PD PD PD PD PD PD PC SD PD PD PD PC SC SD PD PD PD PD PC SD PC RD PD PD,0,0.8571428571428571,0.8571428571428571,1.0,0.7586206896551724,AllD,0.9953597
game_13,agent2,selfish,0.2,EC SD PD PD PD PC SD PD PC SD PD PC SD PD PD PD PC SD PD PD PD PD PD PD PD PD PC RD PD PD,1,0.8333333333333334,1.0,0.5,0.7931034482758621,TFT,0.95404387
game_13,agent3,selfish,0.0667,ED PD PD PD PD PD PD PC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PC RD PD PD,0,0.6666666666666666,1.0,1.0,0.896551724137931,TFT,1.0
game_19,agent1,mixed,0.2,ED PD PD PC RD PD PD PD PD PD TD PD PD PC SC SC RD PD PD PD PD PC SD TD PD PD PD PD PD PC,0,0.6666666666666666,0.75,1.0,0.6551724137931034,AllD,0.9990688
game_19,agent2,cooperative,0.8333,EC SC SC SC RC SC SD PC SD PC SC SC SC SC SD PC RC SD PC SC SC SC SC SC SC SC SC SC SD PC,1,0.9565217391304348,0.16666666666666666,0.0,0.2413793103448276,AllC,0.99980825
game_19,agent3,selfish,0.1667,ED PD PD PC RD PD PD PD PC SC SD PD PD PD TD PC RD PD PD PD PD PD TC SD PD PD PD PD PD PD,0,0.7142857142857143,1.0,0.8,0.7586206896551724,AllD,0.99652123
game_17,agent1,selfish,0.2,ED PD PD PD PC SC SD PC RD PD PD PD PD PD PD PD PC SD PD PD PC SD PD PD PD PD PD PD PC SD,0,0.8571428571428571,0.8333333333333334,1.0,0.7586206896551724,AllD,0.9997892
game_17,agent2,mixed,0.2333,EC SD PD PC SD PD TD PC RD PD PD PD PC SC SC SD PD PD PD PC SD PD PD PD PD PD PD PD PD PD,1,0.75,0.875,0.6666666666666666,0.7241379310344828,AllD,0.8086709
game_17,agent3,mixed,0.2,ED PD PD PD PD PC SC SC RC SD PD PD PD PD PD PD PD PC SD PD PD PD PD PD PC SD PD PD PD PD,0,0.8333333333333334,0.8333333333333334,0.5,0.8275862068965517,AllD,0.75298065
game_16,agent1,selfish,0.2,EC SD PC SD PD PD PD PC SD PC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PC SC SD,1,0.8333333333333334,0.6666666666666666,0.0,0.8275862068965517,WSLS,0.78819376
game_16,agent2,mixed,0.1,EC SD PD TD PD PC SD PD PD PD TD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PC SD PD PD,1,0.4,1.0,0.6666666666666666,0.8620689655172413,TFT,1.0
game_16,agent3,selfish,0.1333,ED TD PC SD PD PD PD PD PD PC SD PD PD PD PD PC SD PD PC SD PD PD PD PD PD PD PD PD PD PD,0,0.8,1.0,1.0,0.8275862068965517,AllD,0.9932054
game_18,agent1,mixed,0.3667,EC RD TD TD PD PD PD PC SD PD PD PC RD TC RD TC RD TC RD PC SD PD PC RC RC SC SD TD PD PD,0,0.7142857142857143,0.6,0.5714285714285714,0.5517241379310345,AllD,0.99165076
game_18,agent2,cooperative,0.6,EC RC SC SD PD PC SD PC SD PC SD PC RC SC RC SC RC SC RD PD PD PD PC RC RD TD TC SD PC SC,1,0.9166666666666666,0.2727272727272727,0.3,0.5172413793103449,WSLS,0.99422646
game_18,agent3,cooperative,0.6333,EC RC SC SC SD PD PD PD TD PD PC SC RC SC RC SC RC SC RC SD PD PD PC RC RC SC SC SC SD PD,1,0.8461538461538461,0.42857142857142855,0.1111111111111111,0.5862068965517241,AllD,0.5849754
game_20,agent1,mixed,0.3333,EC RC SD PD TD TD PD PD PD PD TD PC SC SC SC SD PC SC SD PD PC SD TD PD PD PD PD PC SD PD,1,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.5862068965517241,AllD,0.73084
game_20,agent2,cooperative,0.6667,EC RC SD PC SC SC SC SC SC SC SD PC SD PC SD PD PC SC SD PC SC SC SC SC SC SD PD PD PC SD,1,0.9473684210526315,0.3157894736842105,0.0,0.3793103448275862,AllC,0.9999939
game_20,agent3,mixed,0.3,EC RD TC SC SC SD PD PD PD PC SD PD TD PD TD PD PD TD TC SD PD TC SD PD PD PC SC SD PD PD,0,0.6363636363636364,0.875,0.5,0.6896551724137931,TFT,0.9554644
game_23,agent1,mixed,0.2,EC SD PD PD PC SD PD PD PD PC SC SC SD PD PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD PD,1,0.8333333333333334,0.8571428571428571,0.0,0.8275862068965517,TFT,0.9723565
game_23,agent2,selfish,0.1,ED TD PD PD PD PC SD PD PC SD TD PD TD PD PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD PD,0,0.5,1.0,1.0,0.7931034482758621,AllD,0.99869746
game_23,agent3,mixed,0.2333,EC SD PD PC SD PD PD PC SD PC SD PC SD PD PD PD PD PD PD PD PD PD PD PD TC SD PD PC SD PD,1,0.8571428571428571,0.75,0.0,0.8275862068965517,WSLS,0.7009908
game_30,agent1,cooperative,0.7333,EC SD PC SC SC SC SC SC SC SC SC SC SD PC SC SD PC RC SC SC SC SD PD PD PC SC RD TC SD PC,1,0.95,0.25,0.25,0.3103448275862069,AllC,0.9999982
game_30,agent2,selfish,0.1,ED TD PD TD TD TD PD TD TD TD TD TD TD PD TD TD PC RD TD PD TD TD PD PD PD TC RC SD PD PD,0,0.125,1.0,0.8947368421052632,0.41379310344827586,AllD,0.9998697
game_30,agent3,cooperative,0.9,EC SC SC SC SC SD PC SC SC SC SC SC SC SC SC SC SC RC SD PC SC SC SC SC SC SC RC SD PC SC,1,0.96,0.125,0.0,0.1724137931034483,AllC,0.9999994
game_26,agent1,mixed,0.7667,EC RD PC RC SD PC SC SD PC RC SC RD PC SC RC RC SD PD PC SC SC SC SC SC SC RD TC SC RC SC,0,0.9411764705882353,0.26666666666666666,0.3,0.3448275862068966,WSLS,0.98799056
game_26,agent2,mixed,0.6667,EC RC SC RC SC SD PD TD PC RD PC RC SC SC RC RD PC SC SD PC SC SD TC SD TC RC SC SC RD TD,1,0.9333333333333333,0.3076923076923077,0.38461538461538464,0.41379310344827586,WSLS,0.57245976
game_26,agent3,mixed,0.4667,EC RD PC RD TD PD PC SD PC RD PC RD PD TC RC RD PD PD PD PD TD TC SD TC SC RC SD TC RC SC,0,0.8333333333333334,0.42857142857142855,0.4666666666666667,0.5517241379310345,WSLS,0.8996525
game_21,agent1,mixed,0.2,ED PC RD PD PD PD PD PD PD TD PD PD PC SD PC SD PD PC SD PD PD PD TD PD PD PC RC SD PD PD,0,0.625,0.7142857142857143,0.8,0.7241379310344828,AllD,0.999782
game_21,agent2,selfish,0.1667,ED PC RD PD PD PD PD PD PC SD PD PD PD TC SD TD PD PD TD PD PD PC SD PD PD PC RD PD PD PD,0,0.625,0.8,0.8333333333333334,0.7241379310344828,AllD,0.99909425
game_21,agent3,cooperative,0.7667,EC SC RC SC SC SD PC SC SC SD PC SC SC SD PC SC SD PC SD PD PC SC SC SC SC SC RD PC SC SC,1,0.9545454545454546,0.25,0.3333333333333333,0.2413793103448276,AllC,0.9996749
game_28,agent1,cooperative,0.8667,EC SD PC SC SC RC SC SC SC SC SC SC SC SC SC SC SC SD TC SC SC SC SC RC SD PC SC SC SD PC,1,0.9583333333333334,0.17391304347826086,0.0,0.2413793103448276,AllC,0.9999919
game_28,agent2,cooperative,0.6,EC SD PC SC SC RC SC SC SC SD PD TD PC SC SC SD PD PC SC SD TD PD PC RC SD PD TD PC SC SC,1,0.7894736842105263,0.5333333333333333,0.5,0.3793103448275862,AllC,0.99970007
game_28,agent3,selfish,0.2333,ED TD PD TD TC RD TD TD TD TD PC SD PD TD TD TD PD PC SD TC SD PD PC RD TC SC SD PD TD PD,0,0.5,1.0,0.8125,0.4482758620689655,AllD,0.9997329
game_27,agent1,cooperative,0.7667,ED TD TC RC SC SC SC RD PC SC RC RC RD TC RC SC RC RD PC RD PC RC SC SC SC RC RC SD TC SC,0,0.9285714285714286,0.09090909090909091,0.35294117647058826,0.41379310344827586,AllC,0.9997192
game_27,agent2,cooperative,0.6667,EC SC SC RD PD TC SC RD PD TC RC RC RC SC RD TC RC RC SC RD PC RD TC SD TC RC RD PC SC SD,1,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.5172413793103449,AllC,0.9774294
game_27,agent3,cooperative,0.8,EC SC SC RD PC SD TC RC SC SC RC RC RC SC RC SC RC RD PC RC SC RC SD TC SC RC RD PC SD TC,1,0.9333333333333333,0.09090909090909091,0.1875,0.5172413793103449,AllC,0.9999734
game_25,agent1,mixed,0.2667,EC SC SD PC SC SD PD PD PD PD TD PD PC SD PD PD PD PD PC SD PD PD PD PD PC SD PD PD PC SD,1,0.7777777777777778,0.75,0.5,0.7241379310344828,TFT,0.9316857
game_25,agent2,mixed,0.1667,ED PD TD PC SD TC SD PD PD PC SC SD PD PD PD PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD,0,0.7142857142857143,1.0,0.6666666666666666,0.8275862068965517,AllD,0.9725329
game_25,agent3,selfish,0.2,ED PC SD PD TC SD PD PC SD PC SD PD PD PC SC SD PD PD PD PD PD PD PD PD PD TD PD PD PD PD,0,0.75,0.7142857142857143,0.6666666666666666,0.7931034482758621,AllD,0.7049403
game_22,agent1,mixed,0.2,EC SD PD PD PD PD PD PD PC SD PD TD PD PC SD PC SC SD PD PD PD PD PC RD PD PD PD PD PD PD,1,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.7586206896551724,TFT,0.9762526
game_22,agent2,selfish,0.2,ED PD PD PD PD PD PD PD PD PD PC SD PD PD PD PD PC SD PD PD PD PD PC RD PC SD PC SC SD PD,0,0.8571428571428571,0.7142857142857143,1.0,0.7586206896551724,AllD,0.99678
game_22,agent3,selfish,0.1333,ED PD PD PD PD PC SD PC SD PD PC SD PD PD PD PD PD TD PD PD PD PD PC RD PD PD PD PD PD PD,0,0.6666666666666666,0.8,1.0,0.7931034482758621,AllD,0.99864286
game_29,agent1,cooperative,0.8,EC RC RD TC SC SC SD PC SC SC RC SC RC RC RC RD TC SC RC SD PC SC SC RD PD PC SC SC SC SC,0,0.9375,0.25,0.25,0.3793103448275862,AllC,0.9992724
game_29,agent2,cooperative,0.7,EC RC RC SC SC SD PC SD PD TC RD TC RC RC RC RC SC SC RC SD PD PC SC RD PD PC SC SD TC SC,1,0.9230769230769231,0.5454545454545454,0.15384615384615385,0.5862068965517241,AllC,0.83267665
game_29,agent3,mixed,0.5333,EC RC RC SD TD TD PD PD PC SC RC SC RC RC RC RC SD TC RD TD PD PD TC RC SC SD TD TC SD TD,1,0.5833333333333334,0.6,0.3333333333333333,0.6551724137931034,WSLS,0.9861122
game_24,agent1,mixed,0.3667,EC RD PC SC SD PD PD TD PD PD PD PD PD PC SD PD PC SD PC SD PD PC SC SD PC SC SC SD PD PD,0,0.8333333333333334,0.6363636363636364,0.6666666666666666,0.5862068965517241,AllD,0.8168706
game_24,agent2,mixed,0.2667,EC RD PD TD TD PD PC SD PD PC SD PD PD PD PD PC SD TD PD TC SD PD PD TC SD PC SD PD PD PC,0,0.6363636363636364,0.8333333333333334,0.5714285714285714,0.6896551724137931,AllD,0.6775209
game_24,agent3,cooperative,0.4,EC RC SC SC SC SD PC SD PD PD PC SD PD PD PD PD PC SD PC SD PC SD PC SD PD PD TD PD PC SD,1,0.8333333333333334,0.36363636363636365,0.3333333333333333,0.6206896551724138,AllC,0.7555864
game_31,agent1,cooperative,0.8,EC SC SD PC SD PC SC SD PC SC SC SC SD PC SC SC SC SD PC SC SC SC SD PC SC SC SC SC SC RC,1,0.9565217391304348,0.22727272727272727,0.0,0.2413793103448276,WSLS,0.77270514
game_31,agent2,selfish,0.1333,ED PC SD PD PD PD PD TD PD PD PC SD PD PD PD PD TD PC SD PD PD TD TD PD TD PD PD PD PC RD,0,0.4,0.75,1.0,0.6551724137931034,AllD,0.9998374
game_31,agent3,selfish,0.2333,ED PD TD PD PC SD PC SD PD PD PD TD PD PD PD PC SD PD PD PD PC SC SD PC SD PD PD PD PC RD,0,0.7,0.7142857142857143,1.0,0.6551724137931034,AllD,0.99964976
game_34,agent1,cooperative,0.8,EC SC SC RC SC SC SD PC SC SC SC SC SC SC SC SC SD TC SC SD PC SC SC SD PD PC SC SC RC SD,1,0.9545454545454546,0.2857142857142857,0.0,0.3103448275862069,AllC,0.9999969
game_34,agent2,mixed,0.5,EC SD PC RD PC SD TC SD TD PC SD PD PD PD TC SC SC SD TC SC SC SC SD TD PD PD TD TC RC SC,1,0.7647058823529411,0.4,0.4,0.5517241379310345,WSLS,0.99971145
game_34,agent3,selfish,0.3667,ED TD PC RD PD TC SD PC SD PD TD PD PD PC SD TD TC SC SD TD PD TD TC SC SD PC SC SC RD TD,0,0.6875,0.5714285714285714,0.75,0.4482758620689655,AllD,0.9857125
game_32,agent1,cooperative,0.8333,EC SC SC SC SD PC SC SC SD PC SC SD TC SC SC SD PC SD PC SC RC SC SC SC SC SC SC SC SC SC,1,0.9583333333333334,0.18181818181818182,0.0,0.2413793103448276,AllC,0.99995124
game_32,agent2,selfish,0.0667,ED TD PD TD TD PD TD PD TD PD TD TC SD TD TD PD PD PD PD PC RD PD TD TD TD TD TD PD TD TD,0,0.11764705882352941,1.0,0.9444444444444444,0.41379310344827586,AllD,0.9999982
game_32,agent3,mixed,0.7333,EC SD PC SC SC SC SD PC SC SC SC SC SC SC SD PC SD PC SD PC RD PC SC SC SC SC SD PC SC SD,1,0.9545454545454546,0.22727272727272727,0.5,0.2413793103448276,AllC,0.9996362
game_37,agent1,selfish,0.2333,ED TD PD PD PD PD PD TD PD PC SD PD PD PC SD PD PD PD PD PC SC SD PD PD PC SC RD PD PD PC,0,0.7777777777777778,1.0,1.0,0.6551724137931034,AllD,0.9995127
game_37,agent2,cooperative,0.7667,EC SC SC SC SD PD PC SC SC SC SD PC SD PC SC SC SC SC SD PC SC SD PC SC SD PC RC SC SC SC,1,0.9545454545454546,0.2727272727272727,0.0,0.27586206896551724,AllC,0.9999896
game_37,agent3,selfish,0.1,EC SD PD PD PD PD PC SD PD PD TD PD PD PD TD PD PD PD PD PD TD TD PD PD PD PC RD PD PD PD,1,0.2857142857142857,1.0,0.8333333333333334,0.7586206896551724,TFT,0.97883147
game_33,agent1,cooperative,0.3,EC RD PD PC SC SC SD PD PD PD PD PD PD PD PD PD PD PD PC SD PD PC SC SC SC SD PD PD PD PD,0,0.8888888888888888,0.6666666666666666,0.5,0.6896551724137931,TFT,0.6543144
game_33,agent2,mixed,0.1667,EC RD PD PC SD PD TD PD PC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD TC SD PD PD PC SD,0,0.6666666666666666,1.0,0.5,0.8275862068965517,AllD,0.84789264
game_33,agent3,cooperative,0.3333,EC RD PC SD TD PC SD PC SD PC SC SD PC SD PD PD PD PD PD PD PC SD PD PC SD TD PD PC SD PD,0,0.75,0.5,0.75,0.5862068965517241,WSLS,0.99996483
game_43,agent1,selfish,0.3,ED PC SD PC SD PD PD TD PC SD PD PC SD PD PD PD PC SD PD PD PC SC SD PD PC RD PD PD PC SD,0,0.8181818181818182,0.7777777777777778,1.0,0.6206896551724138,WSLS,0.81094915
game_43,agent2,mixed,0.3333,EC SD PD PD PD PC SC SC SD TD PD PD PD PD PC SD PD PC SC SD PD PD PD PD PC RD PD PC SD PC,1,0.8181818181818182,0.7777777777777778,0.6666666666666666,0.6206896551724138,TFT,0.60588354
game_43,agent3,selfish,0.2,ED PD PD PD PD PD PC SD PC SC SC SD PD PC SD PD PD PD PD PD PD PD PD PD PC RD PD PD PD PD,0,0.8571428571428571,0.7142857142857143,1.0,0.7586206896551724,AllD,0.99376374
game_39,agent1,selfish,0.0667,ED PD PD PD PD PD PD PD PD PC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PD PC SD,0,0.6666666666666666,1.0,1.0,0.9310344827586207,TFT,1.0
game_39,agent2,selfish,0.1333,ED PD PD PD PD PD PD PD PD PC SD PD PC SC SC SD PD PD PD PD PD PD PD PD PD PD PD PD PD PD,0,0.8,0.8,1.0,0.8620689655172413,AllD,0.99098575
game_39,agent3,cooperative,0.1667,ED PD PC SC SD PD PD PD PD PD TC SD PD PD PD PD PD PD PD PD PD PD PD PC SD PD PC SD PD PD,0,0.8333333333333334,1.0,0.5,0.8620689655172413,AllD,0.9965695
game_38,agent1,selfish,0.2333,ED TC SD TD PC SC SD PC SD PC SD PD PD PD PD PD PD PC SD PD PD PD PD PD PD PD PD PC SD PD,0,0.75,0.6666666666666666,0.6666666666666666,0.7586206896551724,WSLS,0.9934449
game_38,agent2,cooperative,0.2667,EC SC SC SD PC SD TC SD TD PD PD PD PD PC SD PD PD PD PD PC SD PD PD PD PD PC SD PD PD PD,1,0.7777777777777778,0.5714285714285714,0.3333333333333333,0.7586206896551724,AllC,0.77486473
